w,w1,l21,l22,w2,FOM
1.5,2.0,6.3,6.8,1.5,2444.116203624259
1.5,2.0,6.3,6.8,2.0,2455.317874377801
1.5,2.0,6.3,6.8,2.5,2512.3478743559435
1.5,2.0,6.3,6.8,3.0,2595.389544325267
1.5,2.0,6.3,6.8,3.5,2723.812653134066
1.5,2.0,6.3,7.3,1.0,2478.496460915076
1.5,2.0,6.3,7.3,1.5,2480.7982449803662
1.5,2.0,6.3,7.3,2.0,2512.583313213765
1.5,2.0,6.3,7.3,2.5,2557.362490540376
1.5,2.0,6.3,7.3,3.0,2638.2141782186427
1.5,2.0,6.3,7.3,3.5,2764.0952240248735
1.5,2.0,6.8,6.3,1.0,2375.2104496567276
1.5,2.0,6.8,6.3,1.5,2444.186432273465
1.5,2.0,6.8,6.3,2.0,2455.37911546789
1.5,2.0,6.8,6.3,2.5,2512.347015307188
1.5,2.0,6.8,6.3,3.0,2595.436404112604
1.5,2.0,6.8,6.3,3.5,2723.841799541574
1.5,2.0,6.8,6.8,1.0,2351.0438830274543
1.5,2.0,6.8,6.8,1.5,2372.7371459862643
1.5,2.0,6.8,6.8,2.0,2396.019606975363
1.5,2.0,6.8,6.8,2.5,2438.015920478573
1.5,2.0,6.8,6.8,3.0,2509.590741130344
1.5,2.0,6.8,6.8,3.5,2606.828561240291
1.5,2.0,6.8,7.3,1.0,2368.4791624350546
1.5,2.0,6.8,7.3,1.5,2344.706319148212
1.5,2.0,6.8,7.3,2.0,2363.005548820486
1.5,2.0,6.8,7.3,2.5,2386.8091197487197
1.5,2.0,6.8,7.3,3.0,2452.202333461928
1.5,2.0,6.8,7.3,3.5,2556.2179803852623
1.5,2.0,7.3,6.3,1.0,2478.6039865277007
1.5,2.0,7.3,6.3,1.5,2480.8648124417937
1.5,2.0,7.3,6.3,2.0,2512.6747805742866
1.5,2.0,7.3,6.3,2.5,2557.4598904751324
1.5,2.0,7.3,6.3,3.0,2638.3315251116323
1.5,2.0,7.3,6.3,3.5,2764.2076987975142
1.5,2.0,7.3,6.8,1.0,2368.524130684572
1.5,2.0,7.3,6.8,1.5,2344.742836629123
1.5,2.0,7.3,6.8,2.0,2363.083375275509
1.5,2.0,7.3,6.8,2.5,2386.8668741215915
1.5,2.0,7.3,6.8,3.0,2452.2779563739896
1.5,2.0,7.3,6.8,3.5,2556.2392365850137
1.5,2.0,7.3,7.3,1.0,2278.61931995003
1.5,2.0,7.3,7.3,1.5,2276.480456459981
1.5,2.0,7.3,7.3,2.0,2273.154703893075
1.5,2.0,7.3,7.3,2.5,2285.31432381194
1.5,2.0,7.3,7.3,3.0,2310.9305879266867
1.5,2.0,7.3,7.3,3.5,2385.241182895955
1.5,2.1,6.3,6.3,1.5,2394.9199732380634
1.5,2.2,6.3,6.3,1.5,2346.909050101813
1.5,2.3,6.3,6.3,1.5,2379.1452880532893
1.5,2.4,6.3,6.3,1.5,2331.614066958068
1.5,2.5,6.3,6.3,1.0,2300.5102951205627
1.5,2.5,6.3,6.3,1.5,2324.2554948439147
1.5,2.5,6.3,6.3,2.0,2389.581831447973
1.5,2.5,6.3,6.3,2.5,2463.2447618705673
1.5,2.5,6.3,6.3,3.0,2548.425097676042
1.5,2.5,6.3,6.3,3.5,2621.3814045923746
1.5,2.5,6.3,6.8,1.0,2378.5716213282253
1.5,2.5,6.3,6.8,1.5,2414.3283379610684
1.5,2.5,6.3,6.8,2.0,2441.0107684512304
1.5,2.5,6.3,6.8,2.5,2511.627686196367
1.5,2.5,6.3,6.8,3.0,2609.398537470422
1.5,2.5,6.3,6.8,3.5,2740.2587964861996
1.5,2.5,6.3,7.3,1.0,2459.1765846178273
1.5,2.5,6.3,7.3,1.5,2477.4181027179757
1.5,2.5,6.3,7.3,2.0,2513.653075755946
1.5,2.5,6.3,7.3,2.5,2575.6490728761005
1.5,2.5,6.3,7.3,3.0,2667.0117340626157
1.5,2.5,6.3,7.3,3.5,2861.475642134572
1.5,2.5,6.8,6.3,1.0,2378.6352214457584
1.5,2.5,6.8,6.3,1.5,2414.3639859437835
1.5,2.5,6.8,6.3,2.0,2441.0756765234682
1.5,2.5,6.8,6.3,2.5,2511.6325026517407
1.5,2.5,6.8,6.3,3.0,2609.3858485414075
1.5,2.5,6.8,6.3,3.5,2740.347865124387
1.5,2.5,6.8,6.8,1.0,2324.0365519835905
1.5,2.5,6.8,6.8,1.5,2347.161223077825
1.5,2.5,6.8,6.8,2.0,2388.9685631926022
1.5,2.5,6.8,6.8,2.5,2438.7387529568077
1.5,2.5,6.8,6.8,3.0,2532.881312686838
1.5,2.5,6.8,6.8,3.5,2664.3466498902753
1.5,2.5,6.8,7.3,1.0,2336.052785354178
1.5,2.5,6.8,7.3,1.5,2350.7044308446284
1.5,2.5,6.8,7.3,2.0,2351.2577719776773
1.5,2.5,6.8,7.3,2.5,2408.4338100620075
1.5,2.5,6.8,7.3,3.0,2480.369944560699
1.5,2.5,6.8,7.3,3.5,2623.309687758445
1.5,2.5,7.3,6.3,1.0,2459.2798368874783
1.5,2.5,7.3,6.3,1.5,2477.5221837958034
1.5,2.5,7.3,6.3,2.0,2513.7769740944154
1.5,2.5,7.3,6.3,2.5,2575.7417380293405
1.5,2.5,7.3,6.3,3.0,2667.1188942052017
1.5,2.5,7.3,6.3,3.5,2861.546116709602
1.5,2.5,7.3,6.8,1.0,2336.1327295169676
1.5,2.5,7.3,6.8,1.5,2350.800855493386
1.5,2.5,7.3,6.8,2.0,2351.2795060767876
1.5,2.5,7.3,6.8,2.5,2408.5100713913216
1.5,2.5,7.3,6.8,3.0,2480.444030563105
1.5,2.5,7.3,6.8,3.5,2623.4075992909893
1.5,2.5,7.3,7.3,1.0,2259.4553311027366
1.5,2.5,7.3,7.3,1.5,2249.514436353722
1.5,2.5,7.3,7.3,2.0,2263.0695332157534
1.5,2.5,7.3,7.3,2.5,2284.3733822351123
1.5,2.5,7.3,7.3,3.0,2333.012116722704
1.5,2.5,7.3,7.3,3.5,2459.0689326753304
1.5,2.6,6.3,6.3,1.5,2317.636767557075
1.5,2.7,6.3,6.3,1.5,2311.163325992486
1.5,2.8,6.3,6.3,1.5,2346.767432710454
1.5,2.9,6.3,6.3,1.5,2341.1832458466333
1.5,3.0,6.3,6.3,1.0,2264.7662064697256
1.5,3.0,6.3,6.3,1.5,2293.1354762602114
1.5,3.0,6.3,6.3,2.0,2364.4050883436867
1.5,3.0,6.3,6.3,2.5,2440.7266824404046
1.5,3.0,6.3,6.3,3.0,2524.9178684950866
1.5,3.0,6.3,6.3,3.5,2611.0533325885053
1.5,3.0,6.3,6.8,1.0,2351.493445704548
1.5,3.0,6.3,6.8,1.5,2394.7451194093437
1.5,3.0,6.3,6.8,2.0,2465.587178488824
1.5,3.0,6.3,6.8,2.5,2519.2843015980548
1.5,3.0,6.3,6.8,3.0,2627.8173496053546
1.5,3.0,6.3,6.8,3.5,2752.099466885268
1.5,3.0,6.3,7.3,1.0,2446.9357010103763
1.5,3.0,6.3,7.3,1.5,2484.216797084033
1.5,3.0,6.3,7.3,2.0,2536.1355998157705
1.5,3.0,6.3,7.3,2.5,2618.7479008716
1.5,3.0,6.3,7.3,3.0,2758.8835592721234
1.5,3.0,6.3,7.3,3.5,2963.8594484734726
1.5,3.0,6.8,6.3,1.0,2351.4813498635394
1.5,3.0,6.8,6.3,1.5,2394.790573995955
1.5,3.0,6.8,6.3,2.0,2465.640917382401
1.5,3.0,6.8,6.3,2.5,2519.3530616305193
1.5,3.0,6.8,6.3,3.0,2627.8537027902726
1.5,3.0,6.8,6.3,3.5,2752.1297681429105
1.5,3.0,6.8,6.8,1.0,2332.1194170208096
1.5,3.0,6.8,6.8,1.5,2342.9595536122306
1.5,3.0,6.8,6.8,2.0,2392.6459924239794
1.5,3.0,6.8,6.8,2.5,2462.2371836545703
1.5,3.0,6.8,6.8,3.0,2569.6967157906165
1.5,3.0,6.8,6.8,3.5,2739.158563541465
1.5,3.0,6.8,7.3,1.0,2336.329132099117
1.5,3.0,6.8,7.3,1.5,2352.17985503783
1.5,3.0,6.8,7.3,2.0,2383.179765840281
1.5,3.0,6.8,7.3,2.5,2448.1581672159095
1.5,3.0,6.8,7.3,3.0,2569.5873453046142
1.5,3.0,6.8,7.3,3.5,2751.7428182856543
1.5,3.0,7.3,6.3,1.0,2447.0290133647622
1.5,3.0,7.3,6.3,1.5,2484.294595756761
1.5,3.0,7.3,6.3,2.0,2536.2570041947597
1.5,3.0,7.3,6.3,2.5,2618.841657605448
1.5,3.0,7.3,6.3,3.0,2758.991282696931
1.5,3.0,7.3,6.3,3.5,2963.9683811150594
1.5,3.0,7.3,6.8,1.0,2336.419734450082
1.5,3.0,7.3,6.8,1.5,2352.212458522731
1.5,3.0,7.3,6.8,2.0,2383.2720712766513
1.5,3.0,7.3,6.8,2.5,2448.226524097229
1.5,3.0,7.3,6.8,3.0,2569.6486861365893
1.5,3.0,7.3,6.8,3.5,2751.7932731532137
1.5,3.0,7.3,7.3,1.0,2238.337905174853
1.5,3.0,7.3,7.3,1.5,2251.3799753287976
1.5,3.0,7.3,7.3,2.0,2266.3968444257057
1.5,3.0,7.3,7.3,2.5,2307.5350192911433
1.5,3.0,7.3,7.3,3.0,2401.677773593331
1.5,3.0,7.3,7.3,3.5,2581.27013542048
1.5,3.1,6.3,6.3,1.5,2330.4133124265845
1.5,3.2,6.3,6.3,1.5,2325.2704211936402
1.5,3.3,6.3,6.3,1.5,2320.44323511662
1.5,3.4,6.3,6.3,1.5,2313.412331920387
1.5,3.5,6.3,6.3,1.0,2237.3584675898346
1.5,3.5,6.3,6.3,1.5,2311.119206288375
1.5,3.5,6.3,6.3,2.0,2358.306115390286
1.5,3.5,6.3,6.3,2.5,2422.948723916146
1.5,3.5,6.3,6.3,3.0,2516.2139761646904
1.5,3.5,6.3,6.3,3.5,2559.8758115272694
1.5,3.5,6.3,6.8,1.0,2290.497858953621
1.5,3.5,6.3,6.8,1.5,2358.2119640162236
1.5,3.5,6.3,6.8,2.0,2436.664173353466
1.5,3.5,6.3,6.8,2.5,2529.9498059853645
1.5,3.5,6.3,6.8,3.0,2612.6374870783184
1.5,3.5,6.3,6.8,3.5,2731.5553954512634
1.5,3.5,6.3,7.3,1.0,2452.822491776709
1.5,3.5,6.3,7.3,1.5,2501.335385332446
1.5,3.5,6.3,7.3,2.0,2575.454856010113
1.5,3.5,6.3,7.3,2.5,2688.753189193323
1.5,3.5,6.3,7.3,3.0,2853.641765843643
1.5,3.5,6.3,7.3,3.5,3040.0576611690703
1.5,3.5,6.8,6.3,1.0,2290.5325908314207
1.5,3.5,6.8,6.3,1.5,2358.245537046474
1.5,3.5,6.8,6.3,2.0,2436.7053775773056
1.5,3.5,6.8,6.3,2.5,2530.0063146111274
1.5,3.5,6.8,6.3,3.0,2612.648503516726
1.5,3.5,6.8,6.3,3.5,2731.5610403907503
1.5,3.5,6.8,6.8,1.0,2322.278396367208
1.5,3.5,6.8,6.8,1.5,2348.00092914808
1.5,3.5,6.8,6.8,2.0,2416.7908946160596
1.5,3.5,6.8,6.8,2.5,2514.473493459405
1.5,3.5,6.8,6.8,3.0,2643.9878507463854
1.5,3.5,6.8,6.8,3.5,2763.3091947944067
1.5,3.5,6.8,7.3,1.0,2342.429433919452
1.5,3.5,6.8,7.3,1.5,2371.026864213496
1.5,3.5,6.8,7.3,2.0,2413.3321256116924
1.5,3.5,6.8,7.3,2.5,2520.2971284723385
1.5,3.5,6.8,7.3,3.0,2663.929584485537
1.5,3.5,6.8,7.3,3.5,2895.764619774614
1.5,3.5,7.3,6.3,1.0,2452.9457291204812
1.5,3.5,7.3,6.3,1.5,2501.4123079965193
1.5,3.5,7.3,6.3,2.0,2575.5785962432124
1.5,3.5,7.3,6.3,2.5,2688.865457268462
1.5,3.5,7.3,6.3,3.0,2853.6915686764532
1.5,3.5,7.3,6.3,3.5,3040.1412298333134
1.5,3.5,7.3,6.8,1.0,2342.44735248943
1.5,3.5,7.3,6.8,1.5,2371.050812738704
1.5,3.5,7.3,6.8,2.0,2413.350511725073
1.5,3.5,7.3,6.8,2.5,2520.3214724290374
1.5,3.5,7.3,6.8,3.0,2663.9750506747887
1.5,3.5,7.3,6.8,3.5,2895.844624113314
1.5,3.5,7.3,7.3,1.0,2261.010604015956
1.5,3.5,7.3,7.3,1.5,2272.858281377223
1.5,3.5,7.3,7.3,2.0,2307.525935076458
1.5,3.5,7.3,7.3,2.5,2383.6864517507747
1.5,3.5,7.3,7.3,3.0,2511.887778627676
1.5,3.5,7.3,7.3,3.5,2778.919515719371
1.6,1.5,6.3,6.3,1.5,2433.0003923937807
1.7,1.5,6.3,6.3,1.5,2473.5861809933194
1.8,1.5,6.3,6.3,1.5,2493.22697047137
1.9,1.5,6.3,6.3,1.5,2506.1650252828654
2.0,1.0,6.3,6.3,1.0,2522.7926270500748
2.0,1.0,6.3,6.3,1.5,2566.8525672538035
2.0,1.0,6.3,6.3,2.0,2620.003586408471
2.0,1.0,6.3,6.3,2.5,2684.937968093327
2.0,1.0,6.3,6.3,3.0,2707.373606717858
2.0,1.0,6.3,6.3,3.5,2785.2050554354005
2.0,1.0,6.3,6.8,1.0,2588.7837506115866
2.0,1.0,6.3,6.8,1.5,2628.4039749128906
2.0,1.0,6.3,6.8,2.0,2684.704640443298
2.0,1.0,6.3,6.8,2.5,2749.666130683263
2.0,1.0,6.3,6.8,3.0,2831.5879488439623
2.0,1.0,6.3,6.8,3.5,2883.692867520115
2.0,1.0,6.3,7.3,1.0,2738.827470996264
2.0,1.0,6.3,7.3,1.5,2739.576007217047
2.0,1.0,6.3,7.3,2.0,2777.326286618998
2.0,1.0,6.3,7.3,2.5,2836.220681347242
2.0,1.0,6.3,7.3,3.0,2925.2601267103796
2.0,1.0,6.3,7.3,3.5,3060.9867946725226
2.0,1.0,6.8,6.3,1.0,2588.6825514603725
2.0,1.0,6.8,6.3,1.5,2628.3839551973783
2.0,1.0,6.8,6.3,2.0,2684.4454793799537
2.0,1.0,6.8,6.3,2.5,2749.2320020609127
2.0,1.0,6.8,6.3,3.0,2791.116518061229
2.0,1.0,6.8,6.3,3.5,2862.5894523196457
2.0,1.0,6.8,6.8,1.0,2582.8672515905855
2.0,1.0,6.8,6.8,1.5,2607.3060615288596
2.0,1.0,6.8,6.8,2.0,2612.2091320228346
2.0,1.0,6.8,6.8,2.5,2659.523815193984
2.0,1.0,6.8,6.8,3.0,2735.9341715882892
2.0,1.0,6.8,6.8,3.5,2845.0699088284236
2.0,1.0,6.8,7.3,1.0,2621.052305746339
2.0,1.0,6.8,7.3,1.5,2612.1886032003863
2.0,1.0,6.8,7.3,2.0,2633.458433516539
2.0,1.0,6.8,7.3,2.5,2669.5486323624373
2.0,1.0,6.8,7.3,3.0,2737.7568288051
2.0,1.0,6.8,7.3,3.5,2867.4674971877557
2.0,1.0,7.3,6.3,1.0,2715.9243012626675
2.0,1.0,7.3,6.3,1.5,2739.5660391519273
2.0,1.0,7.3,6.3,2.0,2777.2808356746386
2.0,1.0,7.3,6.3,2.5,2836.130699435618
2.0,1.0,7.3,6.3,3.0,2924.925036301347
2.0,1.0,7.3,6.3,3.5,3060.8223406713205
2.0,1.0,7.3,6.8,1.0,2621.034791483956
2.0,1.0,7.3,6.8,1.5,2612.168945831783
2.0,1.0,7.3,6.8,2.0,2633.4387554300856
2.0,1.0,7.3,6.8,2.5,2669.5281198517537
2.0,1.0,7.3,6.8,3.0,2737.736229411969
2.0,1.0,7.3,6.8,3.5,2867.4460736974474
2.0,1.0,7.3,7.3,1.0,2520.027293174511
2.0,1.0,7.3,7.3,1.5,2510.029920441326
2.0,1.0,7.3,7.3,2.0,2514.9045339949366
2.0,1.0,7.3,7.3,2.5,2535.7621954601755
2.0,1.0,7.3,7.3,3.0,2605.569008272546
2.0,1.0,7.3,7.3,3.5,2722.7259171102205
2.0,1.5,6.3,6.3,1.0,2467.8424022576796
2.0,1.5,6.3,6.3,1.5,2514.4907861142533
2.0,1.5,6.3,6.3,2.0,2569.2315522566555
2.0,1.5,6.3,6.3,2.5,2633.1930114072534
2.0,1.5,6.3,6.3,3.0,2708.48489863772
2.0,1.5,6.3,6.3,3.5,2734.4679340529824
2.0,1.5,6.3,6.8,1.0,2535.6980114539724
2.0,1.5,6.3,6.8,1.5,2579.8097600617266
2.0,1.5,6.3,6.8,2.0,2634.1100286755536
2.0,1.5,6.3,6.8,2.5,2699.106978900168
2.0,1.5,6.3,6.8,3.0,2781.458214808279
2.0,1.5,6.3,6.8,3.5,2812.850953268766
2.0,1.5,6.3,7.3,1.0,2689.1904006297586
2.0,1.5,6.3,7.3,1.5,2697.034194960997
2.0,1.5,6.3,7.3,2.0,2738.5205358851335
2.0,1.5,6.3,7.3,2.5,2794.2379806531508
2.0,1.5,6.3,7.3,3.0,2885.202112067649
2.0,1.5,6.3,7.3,3.5,3017.300502232749
2.0,1.5,6.8,6.3,1.0,2535.6743698454165
2.0,1.5,6.8,6.3,1.5,2579.50428055262
2.0,1.5,6.8,6.3,2.0,2633.8102197141357
2.0,1.5,6.8,6.3,2.5,2698.532796343177
2.0,1.5,6.8,6.3,3.0,2742.4676577414675
2.0,1.5,6.8,6.3,3.5,2835.564958681639
2.0,1.5,6.8,6.8,1.0,2531.7519313817343
2.0,1.5,6.8,6.8,1.5,2561.765335480362
2.0,1.5,6.8,6.8,2.0,2565.165748098375
2.0,1.5,6.8,6.8,2.5,2616.5317682271016
2.0,1.5,6.8,6.8,3.0,2694.842147570727
2.0,1.5,6.8,6.8,3.5,2818.0022359593277
2.0,1.5,6.8,7.3,1.0,2557.75280118571
2.0,1.5,6.8,7.3,1.5,2569.2102540724895
2.0,1.5,6.8,7.3,2.0,2591.839762534706
2.0,1.5,6.8,7.3,2.5,2630.936048333354
2.0,1.5,6.8,7.3,3.0,2703.8971916422042
2.0,1.5,6.8,7.3,3.5,2804.5642436014505
2.0,1.5,7.3,6.3,1.0,2689.1637982047478
2.0,1.5,7.3,6.3,1.5,2695.2971011579775
2.0,1.5,7.3,6.3,2.0,2735.667301692084
2.0,1.5,7.3,6.3,2.5,2794.074587040119
2.0,1.5,7.3,6.3,3.0,2883.0580278063458
2.0,1.5,7.3,6.3,3.5,3072.0263019516915
2.0,1.5,7.3,6.8,1.0,2557.734130893024
2.0,1.5,7.3,6.8,1.5,2569.1900198186154
2.0,1.5,7.3,6.8,2.0,2591.8217203364065
2.0,1.5,7.3,6.8,2.5,2630.915615592061
2.0,1.5,7.3,6.8,3.0,2703.8785924282374
2.0,1.5,7.3,6.8,3.5,2804.5431275444907
2.0,1.5,7.3,7.3,1.0,2473.589655141666
2.0,1.5,7.3,7.3,1.5,2475.001713372451
2.0,1.5,7.3,7.3,2.0,2476.108931000346
2.0,1.5,7.3,7.3,2.5,2500.6860037904025
2.0,1.5,7.3,7.3,3.0,2567.883043757686
2.0,1.5,7.3,7.3,3.5,2686.360026257351
2.0,2.0,6.3,6.3,1.0,2425.012121013879
2.0,2.0,6.3,6.3,1.5,2473.726915892903
2.0,2.0,6.3,6.3,2.0,2530.594112392913
2.0,2.0,6.3,6.3,2.5,2596.568231299546
2.0,2.0,6.3,6.3,3.0,2621.349573717431
2.0,2.0,6.3,6.3,3.5,2696.5741297163395
2.0,2.0,6.3,6.8,1.0,2495.291098700599
2.0,2.0,6.3,6.8,1.5,2538.651395634709
2.0,2.0,6.3,6.8,2.0,2596.5013650873916
2.0,2.0,6.3,6.8,2.5,2665.799396126112
2.0,2.0,6.3,6.8,3.0,2713.4724817342067
2.0,2.0,6.3,6.8,3.5,2808.5629305380057
2.0,2.0,6.3,7.3,1.0,2656.5457322279517
2.0,2.0,6.3,7.3,1.5,2663.3506063573586
2.0,2.0,6.3,7.3,2.0,2712.766251107216
2.0,2.0,6.3,7.3,2.5,2779.896510464637
2.0,2.0,6.3,7.3,3.0,2875.540755928434
2.0,2.0,6.3,7.3,3.5,3067.6905856801286
2.0,2.0,6.8,6.3,1.0,2495.2537401612753
2.0,2.0,6.8,6.3,1.5,2538.1493222220015
2.0,2.0,6.8,6.3,2.0,2599.48545543222
2.0,2.0,6.8,6.3,2.5,2631.6252128429333
2.0,2.0,6.8,6.3,3.0,2710.2777208116304
2.0,2.0,6.8,6.3,3.5,2808.4837571167645
2.0,2.0,6.8,6.8,1.0,2493.0448653955036
2.0,2.0,6.8,6.8,1.5,2495.940035107932
2.0,2.0,6.8,6.8,2.0,2537.8735333112045
2.0,2.0,6.8,6.8,2.5,2596.6287359274493
2.0,2.0,6.8,6.8,3.0,2680.1788140144745
2.0,2.0,6.8,6.8,3.5,2804.5694750632783
2.0,2.0,6.8,7.3,1.0,2524.615879813506
2.0,2.0,6.8,7.3,1.5,2540.7978938034125
2.0,2.0,6.8,7.3,2.0,2566.6905225060027
2.0,2.0,6.8,7.3,2.5,2622.3074249539723
2.0,2.0,6.8,7.3,3.0,2700.634807601429
2.0,2.0,6.8,7.3,3.5,2835.851717696078
2.0,2.0,7.3,6.3,1.0,2656.446021055258
2.0,2.0,7.3,6.3,1.5,2666.5608517094915
2.0,2.0,7.3,6.3,2.0,2712.619974980656
2.0,2.0,7.3,6.3,2.5,2776.2209063741293
2.0,2.0,7.3,6.3,3.0,2875.412913492012
2.0,2.0,7.3,6.3,3.5,3066.269430149894
2.0,2.0,7.3,6.8,1.0,2524.595071622773
2.0,2.0,7.3,6.8,1.5,2540.7798248979657
2.0,2.0,7.3,6.8,2.0,2566.6695839606336
2.0,2.0,7.3,6.8,2.5,2622.2872972534633
2.0,2.0,7.3,6.8,3.0,2700.6139341653134
2.0,2.0,7.3,6.8,3.5,2835.829720208064
2.0,2.0,7.3,7.3,1.0,2445.134739518092
2.0,2.0,7.3,7.3,1.5,2445.5307316986127
2.0,2.0,7.3,7.3,2.0,2457.6295203091204
2.0,2.0,7.3,7.3,2.5,2492.120563694902
2.0,2.0,7.3,7.3,3.0,2574.447825937788
2.0,2.0,7.3,7.3,3.5,2704.5722703535002
2.0,2.5,6.3,6.3,1.0,2391.7021816461834
2.0,2.5,6.3,6.3,1.5,2441.8593232344365
2.0,2.5,6.3,6.3,2.0,2501.179695663124
2.0,2.5,6.3,6.3,2.5,2568.9272423376287
2.0,2.5,6.3,6.3,3.0,2593.844243227909
2.0,2.5,6.3,6.3,3.5,2665.0953762435397
2.0,2.5,6.3,6.8,1.0,2463.9389369768564
2.0,2.5,6.3,6.8,1.5,2515.9569113920797
2.0,2.5,6.3,6.8,2.0,2578.926736426625
2.0,2.5,6.3,6.8,2.5,2658.4364329265177
2.0,2.5,6.3,6.8,3.0,2694.328708259057
2.0,2.5,6.3,6.8,3.5,2825.2939356820634
2.0,2.5,6.3,7.3,1.0,2634.2707235924618
2.0,2.5,6.3,7.3,1.5,2676.144197840369
2.0,2.5,6.3,7.3,2.0,2736.5778447392163
2.0,2.5,6.3,7.3,2.5,2779.926542082464
2.0,2.5,6.3,7.3,3.0,2935.209836246788
2.0,2.5,6.3,7.3,3.5,3033.19872275717
2.0,2.5,6.8,6.3,1.0,2463.9516347633758
2.0,2.5,6.8,6.3,1.5,2515.9963025718494
2.0,2.5,6.8,6.3,2.0,2579.0357164545767
2.0,2.5,6.8,6.3,2.5,2657.2436238746163
2.0,2.5,6.8,6.3,3.0,2694.271456781263
2.0,2.5,6.8,6.3,3.5,2825.1045337821934
2.0,2.5,6.8,6.8,1.0,2462.167331341893
2.0,2.5,6.8,6.8,1.5,2505.5073608259136
2.0,2.5,6.8,6.8,2.0,2523.7476024406797
2.0,2.5,6.8,6.8,2.5,2591.0410964900007
2.0,2.5,6.8,6.8,3.0,2688.7474475644885
2.0,2.5,6.8,6.8,3.5,2790.5696563259503
2.0,2.5,6.8,7.3,1.0,2527.4329172503894
2.0,2.5,6.8,7.3,1.5,2525.018768565078
2.0,2.5,6.8,7.3,2.0,2563.8460038473513
2.0,2.5,6.8,7.3,2.5,2625.284156367834
2.0,2.5,6.8,7.3,3.0,2722.4545645345165
2.0,2.5,6.8,7.3,3.5,2875.487605966553
2.0,2.5,7.3,6.3,1.0,2633.957507385411
2.0,2.5,7.3,6.3,1.5,2675.857100861981
2.0,2.5,7.3,6.3,2.0,2736.002818688531
2.0,2.5,7.3,6.3,2.5,2779.8290034814145
2.0,2.5,7.3,6.3,3.0,2934.312543006136
2.0,2.5,7.3,6.3,3.5,3033.1023063614307
2.0,2.5,7.3,6.8,1.0,2527.4132778881017
2.0,2.5,7.3,6.8,1.5,2524.9981317743554
2.0,2.5,7.3,6.8,2.0,2563.824676197381
2.0,2.5,7.3,6.8,2.5,2625.263851241704
2.0,2.5,7.3,6.8,3.0,2722.4330238547636
2.0,2.5,7.3,6.8,3.5,2875.4661515288844
2.0,2.5,7.3,7.3,1.0,2435.9796612598375
2.0,2.5,7.3,7.3,1.5,2443.5930100745077
2.0,2.5,7.3,7.3,2.0,2456.1705505530535
2.0,2.5,7.3,7.3,2.5,2516.539940004755
2.0,2.5,7.3,7.3,3.0,2588.626940935407
2.0,2.5,7.3,7.3,3.5,2757.543408880095
2.0,3.0,6.3,6.3,1.0,2368.452298296907
2.0,3.0,6.3,6.3,1.5,2419.209769935921
2.0,3.0,6.3,6.3,2.0,2479.6595671975583
2.0,3.0,6.3,6.3,2.5,2547.8590501395097
2.0,3.0,6.3,6.3,3.0,2619.276072903332
2.0,3.0,6.3,6.3,3.5,2640.464456709894
2.0,3.0,6.3,6.8,1.0,2440.4166359710775
2.0,3.0,6.3,6.8,1.5,2497.3367820694134
2.0,3.0,6.3,6.8,2.0,2565.275750170033
2.0,3.0,6.3,6.8,2.5,2596.7589601983273
2.0,3.0,6.3,6.8,3.0,2711.8144644958275
2.0,3.0,6.3,6.8,3.5,2764.2533261850353
2.0,3.0,6.3,7.3,1.0,2615.426755741974
2.0,3.0,6.3,7.3,1.5,2669.2594244364695
2.0,3.0,6.3,7.3,2.0,2705.642914920951
2.0,3.0,6.3,7.3,2.5,2835.3145036096853
2.0,3.0,6.3,7.3,3.0,2972.838380693427
2.0,3.0,6.3,7.3,3.5,3046.339385446585
2.0,3.0,6.8,6.3,1.0,2440.4464175593757
2.0,3.0,6.8,6.3,1.5,2497.313292381484
2.0,3.0,6.8,6.3,2.0,2521.4337079930287
2.0,3.0,6.8,6.3,2.5,2596.6103124726314
2.0,3.0,6.8,6.3,3.0,2711.7298698410286
2.0,3.0,6.8,6.3,3.5,2764.2812036706473
2.0,3.0,6.8,6.8,1.0,2449.7576592203022
2.0,3.0,6.8,6.8,1.5,2491.03241093479
2.0,3.0,6.8,6.8,2.0,2554.176593892551
2.0,3.0,6.8,6.8,2.5,2599.0739381112803
2.0,3.0,6.8,6.8,3.0,2685.125575639079
2.0,3.0,6.8,6.8,3.5,2816.6685711752216
2.0,3.0,6.8,7.3,1.0,2486.482616650772
2.0,3.0,6.8,7.3,1.5,2523.2977876304253
2.0,3.0,6.8,7.3,2.0,2573.31074748122
2.0,3.0,6.8,7.3,2.5,2649.118674122765
2.0,3.0,6.8,7.3,3.0,2770.3282859835035
2.0,3.0,6.8,7.3,3.5,2933.194196004631
2.0,3.0,7.3,6.3,1.0,2615.3252625417435
2.0,3.0,7.3,6.3,1.5,2669.2216857297954
2.0,3.0,7.3,6.3,2.0,2739.8782276676316
2.0,3.0,7.3,6.3,2.5,2834.1889077217866
2.0,3.0,7.3,6.3,3.0,2972.662104836389
2.0,3.0,7.3,6.3,3.5,3046.3340972070355
2.0,3.0,7.3,6.8,1.0,2486.460840816101
2.0,3.0,7.3,6.8,1.5,2523.275159792245
2.0,3.0,7.3,6.8,2.0,2573.288344888713
2.0,3.0,7.3,6.8,2.5,2649.0960162325814
2.0,3.0,7.3,6.8,3.0,2770.3049712944576
2.0,3.0,7.3,6.8,3.5,2933.168848611356
